X,Y,Z,Cp
2.854801177605148723e+02,9.090909090909091717e+00,-2.946946033169403378e+01,1.296611858985715071e-01
2.893314956541915421e+02,9.090909090909091717e+00,-3.075611837165671858e+01,5.900934918233580184e-02
2.928045477379532144e+02,9.090909090909091717e+00,-3.193785652794095142e+01,-2.239700936394589670e-02
2.959404292823064679e+02,9.090909090909091717e+00,-3.283768417694938080e+01,-1.106150273896258640e-01
2.987781044958194343e+02,9.090909090909091717e+00,-3.329876214580898619e+01,-2.025118698057533084e-01
3.011947073729286899e+02,9.090909090909091717e+00,-3.370008439686244373e+01,-2.902917869633334647e-01
3.031825300596651687e+02,9.090909090909091717e+00,-3.403615398495793443e+01,-3.692015409525840619e-01
3.047352309324637076e+02,9.090909090909091717e+00,-3.430238936441637776e+01,-4.351211460083758142e-01
3.058478557555770863e+02,9.090909090909091717e+00,-3.449517445628298873e+01,-4.846983723647148024e-01
3.065168540943170683e+02,9.090909090909091717e+00,-3.461189799008721479e+01,-5.154578643967681062e-01
3.067395348806950892e+02,9.090909090909091717e+00,-3.465080688505532436e+01,-5.258553535050966010e-01
7.154700620419858215e-01,9.090909090909091717e+00,-5.000000000000000000e+01,1.000000000000000000e+00
9.156221954269834207e-01,9.090909090909091717e+00,-5.059403418267481811e+01,9.804877031316515668e-01
1.561302243004403678e+00,9.090909090909091717e+00,-5.117047690170085872e+01,9.219946359259512114e-01
2.662908311158554309e+00,9.090909090909091717e+00,-5.170199229371758776e+01,8.247328157258996262e-01
4.226466136946447349e+00,9.090909090909091717e+00,-5.215375289766836886e+01,6.900460143468095664e-01
6.252842456561233497e+00,9.090909090909091717e+00,-5.248566832396974746e+01,5.204420092392082475e-01
8.737668612733207496e+00,9.090909090909091717e+00,-5.265519559422287443e+01,3.195103910191000596e-01
1.167210319638803462e+01,9.090909090909091717e+00,-5.262052325487371718e+01,9.172860462578509566e-02
1.504440287897995709e+01,9.090909090909091717e+00,-5.234381090885105436e+01,-1.578137527929578121e-01
1.884204635166704733e+01,9.090909090909091717e+00,-5.179413730544612093e+01,-4.237174253890239051e-01
2.305394273467108235e+01,9.090909090909091717e+00,-5.094990209437423800e+01,-7.005368688834542334e-01
2.767149996062566686e+01,9.090909090909091717e+00,-4.979868933531543718e+01,-9.829069274230476383e-01
3.266830358227022657e+01,9.090909090909091717e+00,-4.828529752424216781e+01,-1.264364402237229568e+00
3.801500527426908604e+01,9.090909090909091717e+00,-4.637662952013592133e+01,-1.538771686604838873e+00
4.368693550681623350e+01,9.090909090909091717e+00,-4.407332747186943323e+01,-1.800839838017025185e+00
4.965890944180968347e+01,9.090909090909091717e+00,-4.139247015501906901e+01,-2.045841006804036688e+00
5.590522359803229335e+01,9.090909090909091717e+00,-3.836882239598937616e+01,-2.269675193137521418e+00
